UnitID,"10 Year Mean Earnings (0-30,000)","6 Year Mean Earnings (0-30,000)","6 Year Median Earnings (0-30,000)","8 Year Median Earnings (0-30,000)","10 Year Median Earnings (0-30,000)","Median Student Loan Debt (0-30,000)","Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort",year (year)
100654,33000,27200,27306,33321,36650,17500,2097,latest
100663,47000,38600,39200,42534,47182,16666,2965,latest
100690,NA,30300,24449,31582,35752,12875,371,latest
100706,47000,36300,48051,48529,51208,14502,1007,latest
100724,29000,23500,24776,28836,32844,17750,1664,latest
100751,45500,42900,43215,46037,50774,17750,2770,latest
100760,28900,23300,24790,27178,29649,6500,230,latest
100812,36700,30800,38917,42501,40995,15650,806,latest
100830,34600,29400,34582,36430,39704,13000,1443,latest
100858,53800,41900,49343,50822,55306,18750,1370,latest
100937,NA,33800,43935,43979,48372,12000,96,latest
101028,28500,22000,26210,29872,29610,6250,327,latest
101116,32200,24700,26046,26519,30600,12643,6874,latest
101143,40000,29600,28116,32342,36889,5362,212,latest
101161,29700,24900,25732,27815,31695,5746,1316,latest
101189,32000,26900,31737,33487,33968,15750,1041,latest
101240,28200,22900,24835,27072,30145,NA,NA,latest
101277,NA,NA,NA,NA,NA,5500,82,latest
101286,28700,23600,24879,26180,29703,NA,NA,latest
101295,31700,25900,28951,31170,32908,8200,1019,latest
101301,25700,21800,23520,26390,26529,NA,NA,latest
101365,35000,24500,28939,28595,30257,10662,6447,latest
101435,31300,29000,34608,42144,42368,25000,198,latest
101453,NA,NA,NA,NA,NA,NA,NA,latest
101462,25600,20300,21938,24188,28493,NA,NA,latest
101471,NA,NA,NA,NA,NA,NA,NA,latest
101480,35200,28700,33917,36029,38376,14000,1752,latest
101505,31700,26300,29915,32477,33368,3500,1477,latest
101514,28100,24400,27596,30127,31385,6126,1374,latest
101569,25300,21800,24438,26930,29537,NA,NA,latest
101587,36300,25500,30493,34894,33933,12500,1117,latest
101602,30000,24300,24766,26133,30131,NA,NA,latest
101648,NA,32400,49748,48998,45707,4750,77,latest
101675,27900,21200,24191,28598,29768,16500,869,latest
101693,33200,31100,30139,36144,39313,22223,318,latest
101709,34500,26400,32349,35124,38438,15745,397,latest
101736,28000,23500,24635,25789,31467,5500,601,latest
101879,38000,28600,34772,35372,38356,16250,1075,latest
101897,29400,23800,25380,29053,31534,3500,254,latest
101912,32600,24400,29046,32483,36616,20500,391,latest
101994,25500,NA,22356,25153,28497,NA,NA,latest
102030,27000,22700,22862,24811,27375,NA,NA,latest
102049,59100,49500,47187,49081,52930,18538,139,latest
102067,30000,24800,27742,29885,31837,NA,NA,latest
102076,28700,24400,26886,29636,30579,5750,319,latest
102094,44500,32200,35205,39165,41942,18750,2195,latest
102234,39200,29600,37813,37978,43545,19500,155,latest
102270,28900,24000,26555,30221,33166,16375,414,latest
102298,24000,20400,22470,24830,29731,14750,636,latest
102313,27100,22400,23910,25407,28273,NA,NA,latest
102368,35400,29400,31562,32422,37576,17000,4311,latest
102377,39400,33800,35807,39353,40824,22937,564,latest
102395,NA,NA,40097,39929,46778,10819,31,latest
102429,30100,25300,27040,29127,31677,NA,NA,latest
102553,46000,37200,35565,39371,44499,12500,1411,latest
102580,NA,NA,NA,NA,NA,NA,NA,latest
102614,41100,30700,32891,38352,39908,12136,897,latest
102632,33700,32300,34665,38606,36689,12498,243,latest
102669,39200,29800,38638,32900,45463,11250,63,latest
102711,38400,32300,34551,41309,33992,NA,14,latest
102845,36900,24500,30178,29483,30346,12051,2594,latest
103501,30900,25800,26356,28690,29114,7199,246,latest
103741,24400,16600,19989,21257,21689,7955,1036,latest
103893,24900,24500,30624,31071,31690,9229,2272,latest
103909,24900,24500,30624,31071,31690,9229,2272,latest
103927,24900,24500,30624,31071,31690,9229,2272,latest
103954,NA,NA,NA,17655,26683,NA,52,latest
103963,25100,27000,24053,25732,26575,10657,12213,latest
104090,21900,19400,25931,24683,25423,9491,2451,latest
104151,53100,40300,47098,51220,55736,13750,18708,latest
104160,30000,23900,29058,30968,32786,4500,165,latest
104179,51700,39300,44572,48088,54205,13000,4240,latest
104346,28600,24400,30117,32506,33064,6804,318,latest
104391,NA,NA,15875,21624,20775,NA,44,latest
104425,31900,25700,30021,31886,34341,6500,289,latest
104443,21300,16700,19868,20094,21154,7667,1289,latest
104568,22100,18700,22416,24576,25908,6285,762,latest
104577,32500,28000,27122,32815,35867,NA,NA,latest
104586,64400,48000,61775,67018,76693,15000,2108,latest
104665,NA,NA,NA,NA,NA,NA,NA,latest
104708,35300,28400,33555,34564,39415,5000,1747,latest
104717,44000,24700,28161,29080,30890,10764,28442,latest
105145,34300,30700,33861,34910,39416,4500,820,latest
105154,38100,30200,32992,35599,40825,4603,2252,latest
105206,29100,24700,28066,29632,30161,9500,429,latest
105215,37500,29900,38178,40928,42103,10588,2332,latest
105297,22200,18200,22336,23997,27319,NA,NA,latest
105330,42700,34600,42246,44529,48441,12500,3864,latest
105349,29200,22500,24453,28830,30710,NA,NA,latest
105367,40900,31100,39150,40677,43172,12975,968,latest
105428,33000,25800,29601,32672,35212,5250,1496,latest
105525,32300,26600,30954,32623,35932,4875,3001,latest
105534,27800,25400,32155,32394,32331,9500,7803,latest
105543,NA,NA,23088,27042,30221,4788,314,latest
105589,31200,26800,31816,33618,30266,12500,185,latest
105659,41300,31400,37736,43492,42594,7917,869,latest
105668,38800,29500,25898,29567,38144,4500,2015,latest
105677,NA,NA,NA,NA,32114,NA,22,latest
105747,39200,33100,36294,39622,41714,5243,670,latest
105792,31300,27100,30408,32353,34742,4847,436,latest
105899,NA,NA,38290,38999,42341,6500,174,latest
106041,44400,33300,43585,44281,47773,10827,3443,latest
106148,30900,25500,31282,32579,32462,7500,598,latest
106245,34800,30600,33525,37288,40471,15500,2455,latest
106263,63300,64500,62384,64745,69625,16408,200,latest
106306,NA,19600,22375,22836,26614,9250,344,latest
106315,NA,NA,NA,18357,17867,6333,180,latest
106324,NA,NA,19050,13904,NA,NA,22,latest
106342,37200,NA,31646,36043,34758,9500,114,latest
106351,NA,NA,16034,18328,17273,NA,107,latest
106360,NA,NA,NA,20654,21305,9300,97,latest
106397,48600,38100,40565,45196,47893,15000,1874,latest
106412,28900,22700,26522,29914,32918,14250,883,latest
106449,29300,24200,28088,29828,30553,6188,384,latest
106458,32200,28100,32015,32758,35876,16000,2310,latest
106467,33300,27000,30769,33164,36359,11750,2006,latest
106485,31200,23300,24455,27097,31343,11179,766,latest
106494,17800,18700,19303,21069,19100,7599,119,latest
106546,46000,45000,50465,49486,56865,9500,400,latest
106625,25500,22800,24886,27938,29375,6937,298,latest
106704,37900,29900,33266,36118,40144,12981,1661,latest
106713,NA,29500,32222,38748,35530,13382,159,latest
106795,25900,22400,27126,29570,28963,NA,NA,latest
106810,NA,NA,27966,30198,22531,10500,43,latest
106883,25000,21100,22266,23927,26620,4500,71,latest
106892,22000,19000,22498,21953,23270,3407,520,latest
106908,NA,NA,20768,20453,17172,9833,323,latest
106980,26300,21800,23145,25523,27974,7000,718,latest
106999,28200,22900,26246,25497,27230,8200,203,latest
107044,44300,32800,38299,41986,49583,22214,283,latest
107071,40500,27800,32082,35837,38799,12000,798,latest
107080,38200,NA,31916,36918,46827,19488,86,latest
107099,NA,NA,13522,16486,15081,NA,71,latest
107123,NA,NA,53204,52826,73652,6495,27,latest
107141,45500,34900,40322,44023,50017,15735,186,latest
107220,NA,NA,15381,19134,22829,6333,223,latest
107293,NA,NA,NA,16560,20646,3742,48,latest
107318,25100,20700,22481,25406,26899,NA,NA,latest
107327,27300,23600,25757,27468,30128,NA,NA,latest
107442,NA,NA,NA,11749,20563,NA,NA,latest
107460,26100,23200,26422,27194,30187,7725,196,latest
107488,29000,NA,34344,31322,41316,NA,NA,latest
107512,47400,34600,33706,41827,42117,14750,112,latest
107521,28400,22700,25781,29483,30164,6896,150,latest
107549,25600,19400,23447,23592,26204,9415,282,latest
107558,38500,28600,31722,36410,37526,10900,126,latest
107585,29400,25400,28123,26680,31415,7746,324,latest
107600,24300,20900,23361,31361,31036,15000,501,latest
107619,24900,19500,22504,24809,25623,NA,NA,latest
107637,27100,21500,23696,25770,26391,6562,440,latest
107655,NA,NA,17911,15448,21380,NA,35,latest
107664,27000,22000,24134,27799,29664,7754,2738,latest
107725,26000,24500,26274,28289,29874,NA,NA,latest
107743,23400,20500,24107,23922,26085,6000,61,latest
107789,NA,NA,18495,21039,24206,7692,63,latest
107831,NA,NA,17710,NA,17662,9199,66,latest
107840,NA,NA,12490,NA,NA,NA,NA,latest
107877,31000,27100,34012,34294,36107,8411,98,latest
107974,28900,25500,26332,27505,30795,7705,352,latest
107983,35500,27000,31135,34986,38478,14000,918,latest
107992,27300,23200,26245,26609,30642,3774,241,latest
108065,NA,NA,NA,NA,NA,NA,NA,latest
108092,30800,27900,29487,32831,36374,10965,1014,latest
108232,44800,28600,30212,30856,34918,10500,2746,latest
108269,NA,NA,NA,NA,NA,NA,NA,latest
108667,39700,28200,32991,36406,41175,NA,65,latest
108807,35200,25500,31501,35305,37631,8519,146,latest
108852,NA,18900,22242,20037,25291,12000,107,latest
108861,NA,NA,NA,NA,NA,NA,NA,latest
108870,NA,NA,NA,NA,NA,NA,NA,latest
108977,NA,NA,19424,NA,24041,4194,64,latest
109040,31700,24500,32743,32753,33536,9500,2569,latest
109086,NA,NA,NA,NA,NA,NA,NA,latest
109208,35800,25700,29670,32517,34856,9443,1710,latest
109350,31300,23400,25771,29671,31861,9210,1457,latest
109651,56400,48400,54993,58247,69019,28500,309,latest
109721,27500,20000,19263,19752,23099,NA,NA,latest
109730,NA,NA,19312,21548,25124,NA,NA,latest
109785,52100,44400,43799,53957,54633,20500,1061,latest
109819,34300,25800,26933,31092,33906,9500,533,latest
109907,31100,23300,24850,28335,30417,3347,104,latest
109934,18700,18600,21220,23614,20758,6333,284,latest
110060,NA,NA,30458,NA,NA,NA,31,latest
110097,40900,34500,40733,46796,51563,19500,588,latest
110194,NA,37600,55432,60262,49022,9500,151,latest
110219,28400,27800,30662,33909,37741,13000,1155,latest
110246,34400,27200,29976,32827,35144,9289,817,latest
110316,NA,NA,23785,34353,NA,18750,81,latest
110334,38700,27900,31810,37129,39035,10500,257,latest
110361,40700,36200,42597,50800,53950,21500,2075,latest
110370,45000,36300,36534,42184,46315,23875,154,latest
110398,131000,97700,NA,NA,NA,NA,NA,latest
110404,NA,NA,166707,NA,92536,NA,NA,latest
110413,54900,40300,54844,56440,58522,18750,459,latest
110422,68400,51000,69272,78720,80358,15000,1055,latest
110468,66100,58100,29009,56908,58724,12500,132,latest
110486,49000,37500,40601,45788,53333,11000,2181,latest
110495,47700,38500,44509,53728,57427,11000,1519,latest
110510,46100,34700,42498,49466,51601,12500,2890,latest
110529,57300,42700,53020,59603,65535,12500,2960,latest
110538,52800,40600,45447,53390,57597,13500,2699,latest
110547,44000,34100,43973,48667,47718,12000,2914,latest
110556,46500,36000,40677,49282,54166,11750,3061,latest
110565,50200,37400,46235,54046,56537,10957,4061,latest
110574,55000,42000,53931,59585,61665,12500,2517,latest
110583,51600,39400,46555,54954,59629,12000,5062,latest
110592,48600,36200,42507,50304,52303,11500,3717,latest
110608,48400,36700,42729,48905,54313,11333,5601,latest
110617,51900,40300,49564,55791,59843,12500,4590,latest
110635,75300,57000,66654,76402,86441,11000,2270,latest
110644,69600,45200,57743,67138,70352,11000,3353,latest
110653,66200,43700,53771,65582,73777,13000,2917,latest
110662,74300,52900,53777,67156,77519,11723,3365,latest
110671,56400,36000,45756,55349,61530,13757,3335,latest
110680,72900,47200,61128,69698,78470,14552,3302,latest
110699,158800,NA,NA,NA,NA,NA,NA,latest
110705,56800,41400,54373,60449,65130,11167,2368,latest
110714,51900,37900,45998,56922,61923,14710,1986,latest
110778,NA,NA,NA,NA,NA,NA,NA,latest
110875,NA,NA,20752,16620,16351,4551,57,latest
110918,NA,NA,NA,NA,NA,NA,NA,latest
111045,NA,NA,NA,NA,NA,NA,NA,latest
111054,23400,20600,18427,21050,24195,5263,70,latest
111081,46600,32600,NA,26314,40429,20000,131,latest
111188,87300,75600,95381,90533,103149,16356,112,latest
111391,NA,NA,NA,NA,NA,NA,NA,latest
111434,35700,32400,42648,43416,48010,NA,29,latest
111461,42700,32400,35056,38951,42001,7762,401,latest
111513,27700,19000,20419,19407,27321,6333,161,latest
111638,51400,34400,38098,40217,50334,20752,134,latest
111708,25500,21300,27253,27873,26704,6777,955,latest
111717,25500,21300,27253,27873,26704,6777,955,latest
111726,25500,21300,27253,27873,26704,6777,955,latest
111744,25500,21300,27253,27873,26704,6777,955,latest
111762,25500,21300,27253,27873,26704,6777,955,latest
111799,25500,21300,27253,27873,26704,6777,955,latest
111887,35400,27100,31972,35129,38081,9155,828,latest
111896,31300,24100,29285,27999,31736,5140,49,latest
111920,39600,30500,35030,38669,42540,9500,206,latest
111939,34700,27000,30928,34952,37621,NA,36,latest
111948,54400,46400,50987,56349,57413,19000,474,latest
111966,78500,65200,75502,74515,81376,16902,114,latest
112075,54100,43700,58422,57093,57482,18750,382,latest
112084,34500,23900,31354,35692,47015,15750,133,latest
112127,NA,NA,NA,NA,NA,NA,NA,latest
112172,33700,25200,30715,35529,38488,7750,273,latest
112181,NA,NA,22069,NA,NA,4889,31,latest
112190,40400,30600,35491,39214,45948,8399,573,latest
112251,NA,NA,NA,NA,NA,NA,NA,latest
112260,NA,NA,80911,86639,95178,13500,31,latest
112288,25300,20300,28073,28617,27601,7690,486,latest
112367,NA,NA,34528,40054,49165,NA,NA,latest
112385,41400,31400,31918,33022,37847,8134,351,latest
112394,NA,NA,34007,52057,43561,15750,153,latest
112455,NA,NA,NA,NA,20595,6333,86,latest
112525,NA,106500,NA,NA,NA,NA,NA,latest
112561,33000,24500,26268,29985,34721,NA,NA,latest
112570,NA,23900,35503,35340,31826,12000,260,latest
112686,NA,NA,28714,28420,29370,NA,67,latest
112826,36300,26100,29273,35689,40235,4750,202,latest
113096,33900,26200,30466,34029,37809,9276,660,latest
113111,36400,28900,31961,34477,39489,NA,NA,latest
113193,39300,30700,32933,36910,42246,10250,391,latest
113218,32600,25000,28755,25493,32776,5250,108,latest
113236,38400,29800,34761,36185,40264,8220,309,latest
113333,48800,36100,41462,47596,55832,7000,741,latest
113449,NA,NA,16042,17185,23078,5500,117,latest
113537,NA,NA,NA,NA,NA,NA,NA,latest
113573,34900,27700,28908,32576,37909,NA,60,latest
113582,46900,NA,43666,44966,46710,29425,35,latest
113634,45900,32000,37498,42328,48176,6434,258,latest
113698,63600,48700,64585,69519,61049,23375,163,latest
113704,NA,NA,NA,NA,NA,NA,NA,latest
113856,35700,25900,32707,35618,38870,7490,380,latest
113980,35200,25300,31533,34782,38251,4750,210,latest
114114,NA,NA,NA,NA,NA,NA,NA,latest
114123,29100,25500,34878,34641,38236,14200,113,latest
114266,43100,29400,37950,44145,48181,9250,81,latest
114354,40700,34900,38210,43232,41321,12500,536,latest
114433,32300,22100,27644,30088,28489,8750,119,latest
114460,31500,27400,20271,19329,28793,5735,252,latest
114549,NA,NA,NA,NA,NA,NA,NA,latest
114585,NA,NA,NA,NA,NA,NA,NA,latest
114637,NA,NA,NA,NA,NA,NA,NA,latest
114716,55100,40500,45461,45411,50832,6515,496,latest
114734,NA,NA,NA,NA,NA,NA,NA,latest
114761,NA,NA,NA,21253,NA,NA,NA,latest
114789,31600,23200,26710,30852,33218,3500,520,latest
114813,40600,30200,42594,46055,51330,19500,1383,latest
114840,NA,NA,NA,NA,NA,NA,NA,latest
114859,36900,28500,33183,36549,40291,7883,1144,latest
114938,35400,26000,32779,37929,36838,5466,64,latest
114947,45600,NA,43395,40279,54819,8233,30,latest
115001,39200,28000,30025,33583,37091,7000,444,latest
115010,28600,28500,32401,38432,36736,9354,916,latest
115083,81300,60000,45169,NA,69877,18750,70,latest
115126,38400,28000,33041,35130,39584,5500,350,latest
115214,NA,NA,NA,NA,NA,NA,NA,latest
115296,36800,27400,29558,32754,37519,4500,387,latest
115357,NA,NA,11338,20528,26144,10545,104,latest
115393,37900,27300,33342,36023,41700,NA,26,latest
115409,NA,NA,NA,165247,109708,19000,33,latest
115658,NA,22300,14712,25497,25035,NA,NA,latest
115728,54100,37900,62352,63113,65656,18250,163,latest
115746,NA,NA,NA,NA,NA,NA,NA,latest
115755,39500,30600,36168,40399,45299,14283,1708,latest
115773,27900,24800,31971,29038,34687,25529,183,latest
115861,29100,22000,26011,28100,31337,NA,NA,latest
115931,32600,27400,32898,32740,36475,7600,1147,latest
116226,NA,NA,46631,37533,34638,17870,26,latest
116350,NA,NA,19556,20909,NA,11637,183,latest
116439,40500,31400,33863,39766,44657,4500,184,latest
116563,25400,NA,20435,20160,27633,6333,173,latest
116846,NA,NA,36620,NA,NA,NA,NA,latest
117052,28900,22700,27570,31535,33974,4000,167,latest
117104,32400,32000,28950,40805,34787,15400,133,latest
117140,47300,39900,47329,50445,55448,21950,1363,latest
117168,NA,NA,38989,29593,43161,19500,95,latest
117195,33000,24600,31612,29315,31077,NA,NA,latest
117238,21400,NA,19313,19095,17293,8550,78,latest
117247,33100,24500,27891,32244,34750,9426,172,latest
117274,31900,23100,29302,28507,28140,5500,57,latest
117283,NA,NA,NA,NA,NA,NA,NA,latest
117520,NA,NA,NA,NA,NA,NA,NA,latest
117557,NA,NA,58528,53827,NA,NA,30,latest
117575,NA,NA,NA,NA,NA,NA,13,latest
117627,50000,45900,41698,51460,61303,22404,446,latest
117636,104900,68500,78867,79040,85495,21000,565,latest
117645,32200,25200,30683,33287,35085,8000,775,latest
117672,NA,NA,NA,54183,54915,9900,63,latest
117690,37300,29000,31439,34702,38450,6875,86,latest
117706,40900,28600,31874,36103,41642,14250,773,latest
117715,28500,21600,25290,27862,27492,10000,225,latest
117724,32200,24300,28728,30484,31975,9500,380,latest
117733,36400,29600,31195,34590,39513,9738,430,latest
117751,42200,38500,43457,45685,44574,14500,146,latest
117788,31800,24600,26684,30904,30465,10000,726,latest
117803,88900,65100,87529,91935,104398,9895,38,latest
117867,34700,27700,31610,32743,36380,10500,196,latest
117894,41900,27800,33565,36076,40309,9500,144,latest
117946,85100,73100,51357,62765,66816,13950,514,latest
117955,NA,NA,17161,17663,NA,6333,193,latest
118134,NA,NA,14433,20758,20292,6333,77,latest
118143,NA,NA,14433,20758,20292,6333,77,latest
118161,NA,NA,25085,19198,23069,6333,35,latest
118198,29500,25000,32711,36740,35211,6610,586,latest
118347,40700,30000,32906,32556,41144,10700,156,latest
118541,43500,31100,33202,40576,42662,17750,126,latest
118684,29500,25400,30420,31588,34932,9500,160,latest
118693,56300,38200,49894,60236,50947,13000,97,latest
118718,29300,23200,28621,30944,32321,4750,29,latest
118772,39600,29700,32695,36796,38023,9500,122,latest
118888,46200,39900,48953,51176,55977,18375,226,latest
118912,32100,26400,32620,37271,38311,9500,347,latest
118930,41500,31700,41228,43230,47322,NA,NA,latest
118958,NA,NA,20883,21088,24770,NA,NA,latest
118976,34600,25900,31092,34834,35509,NA,21,latest
118994,NA,NA,22216,14569,NA,7253,204,latest
119058,71400,51200,59058,62211,68730,7303,158,latest
119067,36700,26700,32020,34266,34276,9500,173,latest
119137,44000,33600,34908,41137,44770,9080,234,latest
119164,40300,30400,33987,38874,42143,5500,329,latest
119173,58000,54300,49121,58247,67637,22375,722,latest
119216,32500,24400,29265,31552,34114,NA,56,latest
119270,36600,26000,20300,27377,30094,6334,270,latest
119331,44300,35000,36830,39972,43525,9187,82,latest
119553,28800,21800,22214,24007,26101,9500,1003,latest
119605,53300,42800,50709,51606,59752,20000,2537,latest
119678,NA,NA,NA,NA,NA,NA,NA,latest
119775,NA,37300,65585,55980,54589,30053,99,latest
119951,NA,17500,18052,24730,19730,9500,104,latest
120069,28100,24500,31753,32680,31541,9500,1496,latest
120078,27700,23600,29829,31951,32538,9500,664,latest
120087,NA,NA,32070,30831,30263,8555,227,latest
120166,NA,NA,NA,NA,NA,NA,NA,latest
120184,56400,41000,57339,63030,73798,18750,261,latest
120254,54700,39300,48274,58314,63194,19000,103,latest
120290,45700,35300,39834,43034,51441,9500,61,latest
120342,43100,29700,36620,38038,44783,7465,562,latest
120403,51100,33600,45781,45909,52084,21500,176,latest
120421,32900,25100,32678,33449,34163,7500,64,latest
120537,33200,30800,35078,34871,39180,17750,170,latest
120661,27700,24300,33082,33920,32472,9500,574,latest
120698,NA,NA,56538,68510,NA,23656,28,latest
120768,NA,NA,41870,43917,49030,23570,325,latest
120795,NA,NA,NA,NA,NA,NA,NA,latest
120838,NA,NA,NA,NA,NA,NA,NA,latest
120865,56200,44900,45605,48494,53131,21482,189,latest
120883,90900,62300,61750,62545,75742,19500,497,latest
120953,NA,NA,27713,31225,30694,NA,NA,latest
120971,41600,26000,32018,34711,37586,4000,248,latest
121044,38200,27500,31296,36517,40013,6500,307,latest
121150,88300,50200,51768,68888,72464,21975,273,latest
121257,NA,NA,38881,NA,NA,12750,55,latest
121275,38100,40500,33913,38112,46935,16146,53,latest
121309,53200,43200,48408,51002,65574,18548,542,latest
121345,NA,NA,57539,53818,69888,5500,41,latest
121363,31600,23100,29314,30175,32715,NA,NA,latest
121433,NA,NA,11322,19034,16437,NA,34,latest
121619,39200,29000,34389,37481,40033,5563,226,latest
121628,NA,NA,NA,NA,NA,NA,NA,latest
121637,NA,NA,22771,19732,NA,NA,NA,latest
121691,52900,41500,55911,59525,64056,20656,464,latest
121707,31100,23300,27773,29498,31251,6837,434,latest
121859,NA,21400,20172,23586,25270,7013,281,latest
121868,NA,18300,15888,19240,22432,7177,374,latest
121886,39900,28600,33351,38125,40162,4750,134,latest
121901,35200,26500,30779,33400,36953,6848,406,latest
122117,NA,NA,NA,NA,NA,NA,NA,latest
122180,38400,27500,29859,34247,37803,9492,1379,latest
122205,45300,32500,34301,42668,42743,8750,275,latest
122296,106400,96200,133536,132327,130914,20825,296,latest
122339,32900,25000,29681,31404,33704,5051,534,latest
122375,42400,30400,33790,37562,41725,4500,345,latest
122384,43700,29400,36171,38825,42721,4500,230,latest
122409,54300,40300,49586,55517,56931,12441,2777,latest
122436,76200,61900,56553,69039,68881,20010,376,latest
122454,33000,NA,27595,31061,34474,14500,64,latest
122506,NA,NA,NA,NA,NA,NA,18,latest
122597,54000,42900,51919,58952,63799,13145,3574,latest
122612,70600,54500,67600,72420,76789,19500,750,latest
122649,NA,NA,NA,NA,NA,NA,NA,latest
122658,33900,25200,31145,35187,35160,7500,627,latest
122685,30500,25900,30191,31041,33363,10118,6540,latest
122694,30500,25900,30191,31041,33363,10118,6540,latest
122728,44500,36200,45166,44268,54115,14125,308,latest
122746,36500,27300,36117,40021,42115,5250,108,latest
122755,62100,46500,60057,67676,70904,12000,2884,latest
122791,46600,36000,41096,45666,50023,8407,63,latest
122834,27000,22400,32560,30157,30003,10656,206,latest
122889,39700,29800,34255,36803,38396,9500,826,latest
122931,88000,60400,79264,90774,87385,14472,188,latest
122977,39400,27100,30887,35547,37208,6750,596,latest
123013,41200,31300,37251,39843,44350,7725,436,latest
123095,NA,NA,NA,NA,NA,NA,NA,latest
123165,NA,NA,44365,64587,77667,9901,33,latest
123217,31900,24200,29245,32334,33203,4500,188,latest
123280,NA,NA,NA,NA,NA,NA,NA,latest
123299,31900,24000,29391,32911,34221,9500,685,latest
123341,34500,28000,32529,35448,35872,9500,841,latest
123350,NA,NA,15679,19360,22658,NA,NA,latest
123448,44400,34400,33160,39856,43857,19554,138,latest
123457,36300,30800,42982,44775,46189,12500,257,latest
123484,26900,23300,29644,29977,31467,8378,222,latest
123493,29200,24100,36742,32790,32854,5077,69,latest
123509,42100,35200,39577,46711,50034,8358,72,latest
123527,30000,23500,30395,32523,34399,NA,NA,latest
123554,55300,43400,53982,62160,69460,23000,283,latest
123563,37400,27300,30164,37622,37868,9500,206,latest
123572,50800,39900,49160,55027,59584,12000,878,latest
123633,NA,NA,21823,20946,NA,NA,NA,latest
123642,32900,28300,31926,37773,36056,16703,82,latest
123651,43100,34200,38263,43936,50872,14500,402,latest
123679,37900,30700,33995,36525,38017,9500,442,latest
123800,33700,26000,31667,33757,38106,4500,423,latest
123916,NA,NA,NA,NA,NA,NA,NA,latest
123943,NA,NA,NA,NA,NA,NA,NA,latest
123952,NA,NA,56890,66184,77184,NA,25,latest
123961,97700,66500,72144,75583,87306,16938,1511,latest
123970,NA,NA,NA,NA,NA,NA,NA,latest
124113,38100,27400,30072,30482,35381,NA,NA,latest
124283,NA,NA,NA,NA,NA,NA,NA,latest
124292,NA,NA,NA,NA,NA,NA,14,latest
124487,NA,NA,26184,27828,38872,15625,53,latest
124681,25500,19900,25797,26673,27011,9500,11363,latest
124706,29600,25800,33383,34787,31153,9500,710,latest
124937,39600,30900,39118,42268,39337,9500,491,latest
125028,37400,28700,31835,36078,38832,7000,299,latest
125037,NA,NA,NA,NA,NA,NA,NA,latest
125082,18200,16700,NA,NA,NA,NA,NA,latest
125091,32200,22900,27764,30059,30306,8000,121,latest
125170,38400,27200,32011,36955,36709,9500,121,latest
125231,38800,28300,30320,29419,35716,10500,4755,latest
125310,NA,NA,NA,NA,NA,NA,27,latest
125462,31200,26400,29758,33006,35073,6625,113,latest
125471,35200,25500,30409,32209,34750,9500,347,latest
125499,44500,31300,37938,42252,43107,7000,62,latest
125532,30300,25000,32165,33175,34250,10375,2980,latest
125718,NA,NA,NA,NA,NA,NA,NA,latest
125727,NA,NA,41919,58975,55593,12907,78,latest
125763,48100,37300,41796,53604,58761,18000,185,latest
125897,49200,34400,44414,53070,58005,24199,234,latest
126012,NA,NA,NA,NA,NA,NA,NA,latest
126049,NA,NA,NA,NA,NA,NA,NA,latest
126076,NA,NA,21069,NA,35746,NA,NA,latest
126119,33500,23400,29927,32457,34055,6000,65,latest
126164,NA,NA,25600,21284,18368,7695,34,latest
126182,32600,25500,33149,34252,34845,12500,460,latest
126207,34300,27100,32619,35015,37781,6954,379,latest
126289,35200,30900,36318,37534,40038,7423,1034,latest
126359,28900,24600,32225,31719,31830,9500,152,latest
126562,71800,51100,51508,56625,58149,15916,2194,latest
126580,49000,37200,41512,45427,49661,13466,1591,latest
126605,47200,38400,48789,48247,47765,16580,109,latest
126614,56700,40700,49868,55186,60431,13000,1902,latest
126669,37000,31000,32296,37171,45868,9977,2112,latest
126678,53000,NA,46885,60996,60586,10474,66,latest
126687,29400,25700,33823,34678,32441,9500,1213,latest
126711,35700,28400,32595,35185,37795,5500,481,latest
126748,33000,33600,32584,36511,39044,9414,129,latest
126775,95000,75500,80580,86471,100071,18441,329,latest
126784,37600,33700,39190,46419,44113,20000,35,latest
126818,52000,39900,45690,49971,54596,14822,2214,latest
126827,35600,24300,28032,28028,30729,10500,23603,latest
126863,35300,28100,32492,35204,38214,6871,974,latest
126915,32700,26300,26099,38601,31620,4750,61,latest
126942,31100,26400,28274,29914,35097,6243,1844,latest
126951,32100,25900,38167,37329,38688,9832,5199,latest
126979,NA,NA,NA,NA,NA,NA,NA,latest
127060,66300,48400,51302,57326,60369,15250,369,latest
127158,NA,23500,28242,29403,31683,NA,NA,latest
127185,37100,29500,33232,36813,39606,9818,504,latest
127200,36900,29700,34082,35506,39430,8344,2869,latest
127273,NA,NA,NA,NA,NA,NA,NA,latest
127316,19600,20100,18929,19543,25538,4750,193,latest
127389,30700,23100,28500,30258,31419,6750,109,latest
127556,38800,29600,32763,34782,37724,12000,1375,latest
127565,40400,33300,40366,42611,46555,13643,4166,latest
127617,28100,26400,33370,32675,33253,5750,128,latest
127653,25100,19000,25400,21136,23533,19250,149,latest
127714,NA,NA,30268,34216,35845,13905,64,latest
127732,30700,27700,29544,33552,34215,5940,235,latest
127741,44200,34000,39596,44763,48607,14000,1216,latest
127778,25500,23500,27988,29848,32379,6250,191,latest
